StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q2_67_TEXT,Q20,Q20_21_TEXT,Q16,Q16_42_TEXT,Q17,Q19,Q19_9_TEXT,Q18,Q18_6_TEXT,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q4_First Click,Q4_Last Click,Q4_Page Submit,Q4_Click Count,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q6_First Click,Q6_Last Click,Q6_Page Submit,Q6_Click Count,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q8_First Click,Q8_Last Click,Q8_Page Submit,Q8_Click Count,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count
9/16/2020 9:23,9/16/2020 9:27,IP Address,108.201.186.209,100,253,TRUE,9/16/2020 9:27,R_3lrJE5X4GsJJqyL,,,,,37.3973999,-122.0009995,anonymous,EN,Analyst,,Finance,,"Dallas, TX",,Female,Economics,,China,,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Agree,Agree,6.255,72.829,73.746,17,Disagree,Somewhat Agree,Agree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Somewhat Disagree,4.092,33.523,34.268,13,Agree,Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Disagree,Neutral,Agree,Agree,4.912,36.509,37.158,14,Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,3.807,26.521,27.352,14,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Agree,Somewhat Disagree,Agree,Somewhat Agree,2.912,34.944,35.74,13
9/16/2020 9:32,9/16/2020 9:36,IP Address,24.9.32.52,100,242,TRUE,9/16/2020 9:36,R_3DuY5XS7WjC2ucR,,,,,38.78930664,-104.8220978,anonymous,EN,Analyst,,Government,,Other,"Colorado Springs, CO",Female,Other Business,,United States,,Somewhat Agree,Disagree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,8.351,43.989,45.318,10,Disagree,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,7.359,31.754,32.798,10,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat Agree,6.365,39.092,40.175,10,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,6.506,39.172,40.75,13,Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,9.552,43.055,45.883,10
9/16/2020 9:18,9/16/2020 10:22,IP Address,142.118.122.79,100,3852,TRUE,9/16/2020 10:22,R_OxtOI3KHnPMKS0F,,,,,43.65139771,-79.91429901,anonymous,EN,Consultant,,Marketing,,Other,Toronto,Prefer to not respond,Engineering,,India,,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,3.176,18.655,19.824,10,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,4.85,16.698,18.061,10,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,1.548,23.643,24.929,13,Disagree,Somewhat Agree,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,5.105,25.913,26.636,11,Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,3.253,3696.053,3696.73,10
9/16/2020 10:43,9/16/2020 10:46,IP Address,68.50.212.211,100,209,TRUE,9/16/2020 10:46,R_1QhBKsx5wkqya5Q,,,,,39.20509338,-85.93240356,anonymous,EN,Analyst,,Technology,,"Seattle, WA",,Female,Engineering,,India,,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Disagree,5.679,32.083,33.051,12,Disagree,Agree,Disagree,Agree,Disagree,Somewhat Disagree,Disagree,Agree,Agree,Agree,3.491,25.095,25.132,13,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,1.433,22.086,22.845,12,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,2.128,19.795,20.91,15,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,1.48,22.467,23.338,12
9/16/2020 10:54,9/16/2020 10:58,IP Address,107.77.173.38,100,200,TRUE,9/16/2020 10:58,R_0OOgn9D4MubGGBP,,,,,41.80949402,-87.65219879,anonymous,EN,Business Intelligence,,Healthcare,,"Indianapolis, IN",,Male,Engineering,,India,,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,4.556,39.598,40.444,23,Somewhat Disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,2.57,20.286,21.021,16,Neutral,Neutral,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Neutral,Agree,1.842,28.914,29.523,21,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,2.561,29.992,35.638,17,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Agree,Disagree,Somewhat Agree,Neutral,1.498,31.309,32.052,26
9/16/2020 11:16,9/16/2020 11:26,IP Address,23.127.223.113,100,593,TRUE,9/16/2020 11:26,R_a9PC82yJDLwI81j,,,,,32.97200012,-96.79139709,anonymous,EN,Data Scientist/Engineer,,Transportation,,Other,"Fort Smith, AR",Male,Engineering,,India,,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,15.867,103.049,106.578,10,Agree,Agree,Disagree,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Agree,Somewhat Agree,7.573,140.036,141.449,12,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Disagree,Agree,Disagree,Somewhat Agree,Somewhat Agree,5.931,65.812,69.009,11,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,7.712,54.231,56.34,12,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,23.457,79.642,81.245,10
9/16/2020 12:06,9/16/2020 12:10,IP Address,4.16.223.34,100,220,TRUE,9/16/2020 12:10,R_1n2WhAi8o0qHOi9,,,,,37.75100708,-97.8219986,anonymous,EN,Analyst,,Food,,Other,"Houston, TX",Male,Engineering,,India,,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Somewhat Agree,Neutral,4.326,29.371,30.115,10,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,3.672,23.172,23.621,11,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,2.775,23.624,24.277,10,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Somewhat Agree,3.991,22.623,23.661,12,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,3.055,29.727,30.108,12
9/16/2020 13:32,9/16/2020 13:36,IP Address,172.56.22.216,100,239,TRUE,9/16/2020 13:36,R_1PZBIo7iQYYu8Zm,,,,,42.08569336,-70.99900055,anonymous,EN,Analyst,,Healthcare,,"Boston, MA",,Male,Engineering,,India,,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Neutral,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,2.357,43.574,45.125,15,Neutral,Neutral,Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,5.03,42.734,43.813,20,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,2.314,40.846,41.78,22,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,5.799,30.299,31.327,15,Somewhat Agree,Disagree,Agree,Neutral,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,2.469,28.916,29.9,16
9/16/2020 13:35,9/16/2020 13:39,IP Address,52.95.4.13,100,284,TRUE,9/16/2020 13:39,R_2Pqf2PHoxTiXln0,,,,,39.96530151,-83.02349854,anonymous,EN,Business Intelligence,,Other,Media,"Los Angeles, CA",,Male,Engineering,,India,,Neutral,Disagree,Somewhat Agree,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,11.804,47.448,49.571,11,Somewhat Agree,Agree,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Neutral,Agree,6.295,32.013,32.595,12,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,Agree,Agree,4.59,33.877,35.643,13,Disagree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,3.465,27.462,27.917,13,Neutral,Neutral,Neutral,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Neutral,3.912,31.78,32.055,11
9/16/2020 13:30,9/16/2020 13:46,IP Address,75.131.193.54,100,975,TRUE,9/16/2020 13:46,R_4MyDcEYpceGmAdb,,,,,33.87750244,-84.50170135,anonymous,EN,Consultant,,Consulting,,Prefer to not respond,,Male,Engineering,,India,,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,17.792,241.448,243.555,12,Disagree,Agree,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Agree,Somewhat Agree,13.9,117.2,129.559,10,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Agree,Disagree,Somewhat Agree,Neutral,8.331,160.647,409.889,10,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,6.118,39.594,41.498,10,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Disagree,7.778,39.616,42.178,10
9/16/2020 13:55,9/16/2020 14:01,IP Address,72.21.196.65,100,374,TRUE,9/16/2020 14:01,R_3EQC4hkAUiUz0lT,,,,,39.0480957,-77.47280121,anonymous,EN,Business Intelligence,,Technology,,"Seattle, WA",,Male,Engineering,,India,,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,11.088,50.11,53.825,10,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,8.049,36.333,60.668,10,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Neutral,34.843,80.033,83.548,10,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,9.561,71.151,76.364,10,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,3.114,29.396,42.7,10
9/16/2020 14:00,9/16/2020 14:17,IP Address,75.66.171.124,100,1053,TRUE,9/16/2020 14:17,R_pt4Y84MiW8oix69,,,,,35.06440735,-89.67590332,anonymous,EN,Business Intelligence,,Technology,,"Seattle, WA",,Female,"Economics,Accounting",,China,,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,8.935,65.096,66.428,22,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,5.63,80.262,81.676,18,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,2.445,56.652,57.566,18,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,0.934,32.861,33.826,23,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,14.291,487.383,487.943,21
9/16/2020 15:11,9/16/2020 15:14,IP Address,24.16.207.149,100,174,TRUE,9/16/2020 15:14,R_29j44ixZqULEFbA,,,,,47.62950134,-122.3164978,anonymous,EN,Other,Product manager,Technology,,"Seattle, WA",,Male,Computer Science,,India,,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Disagree,Somewhat Agree,5.085,31.529,33.373,13,Agree,Neutral,Disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat Agree,Agree,1.1,27.341,28.019,20,Agree,Disagree,Agree,Disagree,Somewhat Agree,Disagree,Agree,Neutral,Agree,Neutral,1.913,22.002,23.139,13,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.802,21.749,22.658,15,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,3.17,24.644,24.981,14
9/16/2020 13:54,9/16/2020 16:32,IP Address,66.175.245.1,100,9484,TRUE,9/16/2020 16:32,R_UtsaCFTIyjjMTEl,,,,,41.87969971,-87.64350128,anonymous,EN,Data Scientist/Engineer,,Finance,,"Chicago, IL",,Male,Engineering,,India,,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,9214.48,9257.813,9258.465,11,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,10.349,39.814,40.663,10,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,23.208,71.095,71.927,11,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,7.38,36.516,37.868,11,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2.911,16.975,17.79,10
9/16/2020 16:31,9/16/2020 16:36,IP Address,208.110.225.27,100,304,TRUE,9/16/2020 16:36,R_2EyptV1TZsb8G2l,,,,,44.73989868,-93.12490082,anonymous,EN,Analyst,,Finance,,"Chicago, IL",,Male,Engineering,,India,,Somewhat Agree,Disagree,Neutral,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,5.524,43.608,44.518,11,Somewhat Disagree,Neutral,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,10.567,44.34,45.095,12,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,2.023,53.995,54.703,10,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,2.21,34.627,36.654,12,Neutral,Disagree,Somewhat Agree,Disagree,Neutral,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Agree,2.48,28.936,29.98,10
9/16/2020 16:42,9/16/2020 16:47,IP Address,99.150.152.110,100,252,TRUE,9/16/2020 16:47,R_qDQLrfZw2E9mOSR,,,,,42.13580322,-87.94270325,anonymous,EN,Data Scientist/Engineer,,Marketing,,"Chicago, IL",,Male,Engineering,,India,,Agree,Disagree,Agree,Somewhat Disagree,Agree,Disagree,Somewhat Agree,Agree,Agree,Somewhat Disagree,5.037,53.789,55.121,15,Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,5.499,40.333,41.356,18,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,4.214,32.681,33.629,16,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,4.963,29.695,30.577,17,Agree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Agree,Somewhat Agree,4.914,41.951,42.756,21
9/16/2020 18:10,9/16/2020 18:14,IP Address,98.210.250.80,100,245,TRUE,9/16/2020 18:14,R_2XnUBEsGAughu6I,,,,,37.35119629,-121.8845978,anonymous,EN,Analyst,,Technology,,"San Jose, CA",,Male,Engineering,,India,,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,6.347,47.115,48.448,16,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Agree,Somewhat Agree,Agree,8.575,40.893,41.601,16,Neutral,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,3.337,41.797,42.595,17,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,2.723,26.695,27.726,17,Somewhat Disagree,Neutral,Somewhat Agree,Disagree,Neutral,Disagree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,2.536,29.38,30.127,21
9/16/2020 18:19,9/16/2020 18:28,IP Address,24.62.119.137,100,543,TRUE,9/16/2020 18:28,R_1rN5AZqZwHToeFk,,,,,42.21229553,-70.9618988,anonymous,EN,Analyst,,Technology,,Prefer to not respond,,Male,Engineering,,India,,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,12.701,78.826,80.42,17,Agree,Somewhat Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Somewhat Agree,2.18,89.282,90.907,23,Neutral,Agree,Somewhat Agree,Disagree,Neutral,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,7.084,123.83,124.626,16,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Disagree,Disagree,Disagree,28.665,80.993,81.879,21,Neutral,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Disagree,Agree,Disagree,Neutral,Somewhat Agree,6.701,47.456,48.079,16
9/16/2020 18:06,9/16/2020 18:43,IP Address,205.251.233.176,100,2228,TRUE,9/16/2020 18:43,R_2Pv6xle5NMiSm8C,,,,,45.84910583,-119.7142944,anonymous,EN,Business Intelligence,,Supply Chain,,"Seattle, WA",,Male,Computer Science,,India,,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,4.757,40.444,41.177,11,Somewhat Agree,Neutral,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,4.755,34.476,35.511,11,Somewhat Agree,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,10.979,45.806,46.572,12,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,2.478,24.135,24.845,11,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,3.33,30.532,31.277,11
9/16/2020 20:07,9/16/2020 20:13,IP Address,73.23.188.4,100,375,TRUE,9/16/2020 20:13,R_2e83pE4dPzmaBnJ,,,,,26.43479919,-81.81099701,anonymous,EN,Data Scientist/Engineer,,Transportation,,Other,"Fort myers, Florida ",Male,Engineering,,India,,Disagree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,5.993,68.301,69.811,13,Disagree,Agree,Disagree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,7.136,45.129,46.29,14,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,4.586,50.829,51.521,15,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,4,71.984,72.852,31,Agree,Disagree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,3.578,42.976,44.026,16
9/16/2020 21:00,9/16/2020 21:04,IP Address,50.226.11.218,100,234,TRUE,9/16/2020 21:04,R_2aVTZbShtl8Rkor,,,,,41.95550537,-87.66130066,anonymous,EN,Consultant,,Healthcare,,,,Male,Computer Science,,India,,Agree,Neutral,Somewhat Disagree,Neutral,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Agree,3.491,44.145,45.257,14,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,6.071,70.488,71.457,15,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Disagree,Neutral,Disagree,Somewhat Agree,Disagree,Neutral,4.488,30.775,31.524,13,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,2.757,23.613,24.484,13,Somewhat Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,1.755,28.331,29.031,15
9/16/2020 21:32,9/16/2020 21:38,IP Address,73.223.73.230,100,326,TRUE,9/16/2020 21:38,R_1LZhUPYFNUhAPa1,,,,,37.38589478,-122.0881958,anonymous,EN,Data Scientist/Engineer,,Marketing,,Other,Mountain View,Male,"Mathematics,Engineering",,India,,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,12.309,56.535,58.594,11,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Neutral,19.548,63.519,64.892,14,Disagree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,4.106,40.489,42.75,12,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,7.821,32.842,34.903,10,Neutral,Disagree,Somewhat Agree,Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,4.783,49.6,51.63,14
9/16/2020 22:04,9/16/2020 22:09,IP Address,34.99.92.44,100,310,TRUE,9/16/2020 22:09,R_3Pq4peX9CUISKFy,,,,,29.77200317,-95.36440277,anonymous,EN,Data Scientist/Engineer,,Consulting,,"New York, NY",,Male,Engineering,,India,,Neutral,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Agree,Disagree,Somewhat Agree,6.924,47.916,49.116,12,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,7.411,50.839,51.942,12,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,5.129,76.722,78.219,10,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,2.575,35.563,38.3,12,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,2.893,35.264,36.44,12
